Clean_Reviews,Sentiment_label
alhamdullilah good more than expectations,2
mjhe lga tha sat handfree bhi hogi pr mne bad me thik se dekha khali case hi tha bas i m so stopped,0
easy to make a good refreshment and drink highly recommended,2
received hot cold packs packing was perfect however upon opening out of packs had jell partially leaked kindly advise disposal of these,1
awsome and useful product quality is beyond expectation found very cheap as compare to market price highly recommended seller,2
really good quality handfrees,2
i ordered the set in lemon or yellow colour but received pink colour i requested again and again to send the asked colour but they didn t bother highly disappointed not recommended for anyone,0
very nice product base is excellent and original quality i am very satisfied seller is very couprative thanks,2
working fine and also a nice purchase,2
so coperative seller and good products,2
average product good service,1
achi sound b achi h mic b acha h sb acha h ki report h,2
lowest quality fabric,0
best in quality service,2
same cheez deliver hui time sa pehla bht achi timing hai bas awaz thori si kam hai baki sab kuch bht acha hai,1
awesome bohat bohat pasand aya same wohi cheez good packing i really like it thank you so much daraz bohat achi rope light hai room mein bohat achi lg re smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes smiling face with heart eyes,2
good product in low price cant wear in summer its only winter use shoes,2
awesome and perfect quality frame received on time i got a best frame to save my sooper dooper child s st year memories highly recommended seller packing was just outstanding thank you daraz,2
parcel received on time seller has positive attitude but reason for giving stars is that product its self is not up to the mark it has too much echo that you might lose your hearing sense and other person couldn t hear you properly no noise cancellation battery ends with in hours power on off is manual,1
didn t use it for a month and now one isnt turning on and the other is not connecting worst,0
potatos are gms short in kg this is not acceptable i suggest everyone to weigh before use refunded,0
